fname,text,label
76105.txt,"Message-ID: <1r96pj$ssf@usenet.INS.CWRU.Edu>
Reply-To: cl056@cleveland.Freenet.Edu (Hamaza H. Salah)
NNTP-Posting-Host: hela.ins.cwru.edu


tsiel writes:

>If indeed Israeli soldiers killed a ""Hamas Mujahid"" with an anti-tank missile
>then I'm almost sure that the ""terrorist zionists"" would not have been able
>to cut up a body which was probably desintegrated by the missile.

maybe the missile didn't hit directly such that his body
gets ""desintegrated.""  of course, destroying 10 houses to
kill someone is not a surgical operation, or is it?
    

-- 
                  ___________________ cl056@cleveland.Freenet.Edu _____________
                 (______   _  |   _  |_    
_____ H A M Z A ________) |-| |_ |-| | |    foo i.e. most foo
",politics
15944.txt,"

>If the crooks use an innocent person's clipper phone on the tapped line
>there's no problem. The Feds don't care whose phone instrument is used, just
>that the conversation is by the suspect on the tapped line. They get the
>serial number, get the keys, and they are in business.
>
>No clipper chip to person association is ever needed.

Yeah, but who wants to start a pool on the first person arrested
mistakenly and has their life turned upside-down because some law
enforcement agency *does* make a chip::person association?

I wonder if there are any plans to keep these records (e.g. encode the
serial number into the UPC scanned at K-Mart along with the credit
card info, voila.)

At least your phone number tends to only locate to your house or
whatever (i.e. to be coming from your telephone number the person
likely is in your house etc.), plus or minus some shenanigans of
course.

But I'd hate to think of these guys getting the clipper id, recording
the conversation, then doing a quick cross-lookup and your name comes
up as owner of that id (mistakenly, maybe you sold the phone at a
garage sale or the phone was stolen from your car or whatever.) They
might only know who one side of the conversation is, for example.

Anyone who thinks the govt is forbidden by law to cross-correlate such
databases loses two points. First, law enforcement agencies can of
course do this. Second, they're only forbidden from BUDGETING any
money for it. The IRS, for example, does do this anyhow. They just
don't spend any money on it so it's (technically) legal I guess.

Instead they probably trade little favors with companies like
mastercard (if you're the IRS I'll bet you have a *lot* of
opportunities to trade favors with major corps for their databases.)

I know, an IRS guy read an amazing list off to me (from his screen, I
could hear him typing to pull up each screen) once on the phone during
a dispute I had with them (to intimidate me, actually, not much of a
dispute, I didn't particularly disagree, but for some reason this
fellow wanted to play tough guy with me, I hope he's better now.)

Amazing stuff he had at his finger tips. Be afraid.

-- 
        -Barry Shein

Software Tool & Die    | bzs@world.std.com          | uunet!world!bzs
Purveyors to the Trade | Voice: 617-739-0202        | Login: 617-739-WRLD
",entertainment
15480.txt,"Message-ID: <GUMBY.93Apr20073629@tweedledumb.cygnus.com>
References: <C5qy3M.DE3@agora.rain.com>
NNTP-Posting-Host: tweedledumb.cygnus.com
In-reply-to: jhart@agora.rain.com's message of 19 Apr 93 19:57:21 GMT

   Date: 19 Apr 93 19:57:21 GMT
   From: jhart@agora.rain.com (Jim Hart)

   ""Simply?"" ""Everyone"" should have this attitude?   The only people
   who can have this attitude are the most hard-core
   computer hackers, who never make phone calls away from their
   computer

In 10 yeards everybody will be talkig into his or her PDA anyway.
That should solve most of the problem.

",crime
77311.txt,"NNTP-Posting-Host: skitime

In article <1sufneINNe4f@CURIE.SYSTEMSY.CS.YALE.EDU> ahmed-shakil@cs.yale.edu (Shakil Waiz Ahmed) writes:
>
>In article <1sueslINNa6g@MINERVA.CIS.YALE.EDU>,
>jovanovic-nick@yale.edu (Nick Jovanovic) writes: 
>
>> ""Muslim"" in ex-Yugoslavia was a *nation* not a religion.  In fact, not
>> all Muslims in B-H are followers of Islam.  Therefore, there do (did?)
>> exist in ex-Yugoslavia ""Christian Muslims.""  
>
>Yeah!  That's it! :)  You've really outdone yourself this time Nick...
>Don't forget the ""Davidian Muslims""... :)
>
>Islam is not a race.  It's a religion.  You can be white, black,
>Fijian or Alaskan.  I guess you didn't absorb too much of the Malcolm
>X interest circulating.  You see, the whole point of Islam is that it
>stresses equality amongst all peoples.  Now, I do realize this is
>difficult for you to comprehend given your staunch beliefs in Serbian
>ethnic cleansing, but give it a try, it's really not that difficult.
>

     Our white knight for Islam rides in again! Our instant expert
on religion, race and ethnicity is at the door! Stand back all. Let 
him through. He's going to single-handedly rescue Islam from all these
dastardly mistakes, misquotes, misconceptions.

>> The war is not a religious war, and it is not an ethnic war.  
>
>That's right, it's a Disneyland war -- all a setup for the TV cameras.
>There are also people who believe man never landed on the moon, that
>the whole Apollo story was done in TV studios...
>
>> It is a
>> civil war in which the terms of secession are being negotiated with guns
>> instead of pens.  The Croat, Muslim, and Serb political leaders *all*
>> chose to fight over the terms of secession instead of compromising and
>> peacefully negotiating multilateral secession agreements. 
>
>Terms of secession?  You are, of course, joking, right Nick?  Nobody
>*chose* to fight.  Bosnia and Croatia were *internationally*
>recognized nations when the Serbs attacked and started on their
>well-documented genocide.  That makes them an outside aggressor.  It's
>a simple genocide, a classical example of ethnic cleansing.  There is
>no question of civil war...
>
>-- Shakil

     Did it occur to you that there is such a thing as Bosnian Serbs
who aren't necessarily outsiders? And while you're at it, could you
please pontificate a little bit about your Islamic pals in the Sudan
who are running amuck in the South, kidnapping women and children
and, in essence, doing the same thing? How come we don't hear your 
wonderful treatises on what's happening
out there?
",politics
59241.txt,"Message-ID: <1ravpeINNah4@gap.caltech.edu>
References: <noringC5yL3I.3qo@netcom.com> <1rag61$1cb@hsdndev.harvard.edu>
NNTP-Posting-Host: isis.cns.caltech.edu

In article <1rag61$1cb@hsdndev.harvard.edu> rind@enterprise.bih.harvard.edu (David Rind) writes:
>In article <noringC5yL3I.3qo@netcom.com> noring@netcom.com (Jon Noring) writes:
>>(p.s., may I suggest - seriously - that if the doctors and wanna-be-doctors on
>>the net who refuse to have an open mind on alternative treatments and
>>theories, such as the ""yeast theory"", should create your own moderated group.
>
>Why?  Is there some reason why you feel that it shouldn't be pointed out
>in SCI.med that there is no convincing empirical evidence to support the 
>existence of systemic yeast syndrome?

I don't know the first thing about yeast infections but I am a scientist.
No scientist would take your statement --- ""no convincing empirical evidence
to support the existence of systemic yeast syndrome"" --- to tell you
anything except an absence of data on the question.  Noring has pointed out
the catch-22 that if the ""crazy"" theory were true, you probably couldn't
find any direct evidence of it --- that you couldn't observe those yeastie
beasties with present methods even if they were there.  Noring and the
fellow from Oklahoma (sorry, forgot your name) have also suggested one set
of anecdotal evidence in favor based on their personal experiences ---
namely, that when people with certain conditions are given anti-fungals,
many of them appear to get better.  

So, if you have any evidence *against* the hypothesis --- for example,
controlled double-blind studies showing that the anti-fungals don't do any
better than sugar water --- then let's hear it.  If you don't, then what we
have is anecdotal and uncontrolled evidence on one side, and abject
disbelief on the other.  In which case, please, there is no point in yelling
back and forth at each other any longer since neither side has any
convincing evidence either positive or negative.  

And I understand that your abject disbelief is based on the existence of
people who may get famous or make money applying the diagnosis to everything
in sight, making wild claims with no evidence, and always refusing to do
controlled studies.  But that has absolutely no bearing on the apparently
sincere experiences of the people on the net observing anti-fungals working
on themselves and other people in certain specific cases.  There are also
quacks who sell oral superoxide dismutase, in spite of the fact that it's
completely broken down in the guts, but this doesn't change the genuine
scientific knowledge about the role of superoxide dismutase in fighting
oxidative damage.  Same thing.  Just cause there are candida quacks, that
doesn't establish evidence against the candida hypothesis.  If there's some
other reason (besides the quacks), if only anecdotal, to think it could be
true, then that is what has to be considered, that is what the net people
have been talking about.

But again, there is no point in arguing about it.  There is anecdotal
evidence, and there is no convincing evidence, and there are also some
candida quacks out there, I hope everyone can agree on all of that.  Thus,
it appears to me the main question now is whether the proponents can
marshall enough anecdotal evidence in a convincing and documented enough
manner to make a good case for carrying out a good controlled double-blind
study of antifungals (or else, forget convincing anybody else to carry out
the test, just carry it out themselves!) --- and also, whether they can
adequately define the patient population or symptoms on which such a study
should be carried out to provide a fair test of the hypothesis.

Ken
-- 

",science
179042.txt,"Sender: daemon@ai.mit.edu
Message-ID: <1r2qafINN62@life.ai.mit.edu>
NNTP-Posting-Host: life.ai.mit.edu




	     


                           THE WHITE HOUSE

                    Office of the Press Secretary
______________________________________________________________
For Immediate Release                             April 20, 1993     

	     
                       REMARKS BY THE PRESIDENT
                IN PHOTO OPPORTUNITY WITH VACLAV HAVEL
	     
	     
                           The Oval Office 
	     

5:00 P.M. EDT


	     Q	  Mr. President, President Havel is here for the 
Holocaust Museum opening, and you toured the museum last night.  All 
this focus on the Holocaust, how does that weigh on your decision-
making process as far as Bosnia is concerned?
	     
	     THE PRESIDENT:  Well, I think the Holocaust is the most 
extreme example the world has ever known of ethnic cleansing.  And I 
think that even in its more limited manifestations, it's an idea that 
should be opposed.  You couldn't help thinking about that.  That's 
not to compare the two examples.  They're not identical; everyone 
knows that.  But I think that the United States should always seek an 
opportunity to stand up against -- at least to speak out against 
inhumanity.
	     
	     Q	  Sir, how close are you to a decision on more 
sanctions on Bosnia?
	     
	     THE PRESIDENT:  Well, of course, we've got the U.N. 
vote.  Ambassador Albright was instrumental in the U.N. vote to 
strengthen the sanctions and they are quite tough.  And we now are 
putting our heads at the business of implementing them and looking at 
what other options we ought to consider.  And I don't have anything 
else to say, except to tell you that I spent quite a bit of time on 
it and will continue to over the next several days.
	     
	     Q	  Following your meeting today, sir, are you any 
closer to some sort of U.S. military presence there?
	     
	     THE PRESIDENT:  I have not made any decisions.
	     
                                 * * *                               
	     
	     
	     Q	  President Clinton, why have you decided to meet 
with Mr. Havel?
	     
	     THE PRESIDENT:  Well, I'm just honored that he would 
come and see me.  I'm glad he's here in the United States for the 
dedication of the Holocaust Museum.  He is a figure widely admired in 
our country and around the world, and a very important person in 
Europe, and a very important person to the United States.  So I'm 
hoping that we'll have a chance to talk about the new Czech republic 
and what kinds of things we can do together to support the causes we 
believe in.

                                 END5:05 P.M. EDT

",politics
54713.txt,"Distribution: na
Message-ID: <1r9vlm$h69@transfer.stratus.com>
References: <C5vF59.83q@news.udel.edu> <1r6nk8$64f@transfer.stratus.com> <C5wJFz.Bus@news.udel.edu>
NNTP-Posting-Host: rocket.sw.stratus.com

In article <C5wJFz.Bus@news.udel.edu>, roby@chopin.udel.edu (Scott W Roby) writes:
> >> I find this disturbing. 

> >Good.  Keep thinking critically.

> Dont' patronize me and I won't patronize you.

Feel free to patronize me all you like; I need the tips. :-)
Seriously, if you were insulted, I apologize.

> The most tiresome thing about this group is that so many people 
> tell others they are sucking up to the government when ever they 
> decide that something the government says is plausible and praise 
> them as independent thinkers whenever they find something the government 
> says implausible.

People are sucking up to the government when they decide that ONLY the
things the government says are plausible.  Especially if they refuse to
consider reasonable alternatives.

However, from what I saw plastered all over the TV news last night, it's
no longer necessary to be an ""independent thinker"" to depart from the
government's party line.  It looks like our ""independent press"" may 
actually be starting to be earn its clothes allowance.  This, to me, is
a good sign.  I hope it continues.

> Here's a clue.  Independent thinkers are able to come to either conclusion 
> depending on the circumstances.  Non-critical thinkers are the ones who would 
> always come to the same type of conclusion regardless of the circumstances.

Independent thinkers question authority.  In a situation where only one
set of facts are being presented, ""coming to a conclusion"" is not the 
hallmark of an independent thinker unless it's coupled with the ability
to challenge those ""facts"" critically.  The scientific method consists
of more than choosing the popular hypothesis; it's even more than choosing
between two hypotheses that other people have proposed.
-- 

cdt@rocket.sw.stratus.com   --If you believe that I speak for my company,
OR cdt@vos.stratus.com        write today for my special Investors' Packet...

",politics
75980.txt,"
In article <Apr15.175334.72079@yuma.ACNS.ColoState.EDU> bh437292@lance.colostate.edu writes:

[most of Brads post deleted.]

>we have come to accept and deal with, the Lebanese Resistance
>on the other hand is not going to stop its attacks on OCCUPYING 
>ISRAELI SOLDIERS until they withdraw, this is the only real 
>leverage that they have to force Israel to withdraw.

	Tell me, do these young men also attack Syrian troops?


>with the blood of its soldiers.  If Israel is interested in peace,
>than it should withdraw from OUR land.

	There must be a guarantee of peace before this happens.  It
seems that many of these Lebanese youth are unable to restrain
themselves from violence, and unable to to realize that their actions
prolong Israels stay in South Lebanon.

	If the Lebanese army was able to maintain the peace, then
Israel would not have to be there.  Until it is, Israel prefers that
its soldiers die rather than its children.


>If Israel really wants to save some Israeli lives it would withdraw 
>unilaterally from the so-called ""Security Zone"" before the conclusion
>of the peace talks.  Such a move would save Israeli lives,
>advance peace efforts, give Israel a great moral lift, better Israel's 
>public image abroad and give it an edge in the peace negociations 
>since Israel can rightly claim that it is genuinely interested in 
>peace and has already offered some important concessions.

	Israel should withdraw from Lebanon when a peace treaty is
signed.  Not a day before.  Withdraw because of casualties would tell
the Lebanese people that all they need to do to push Israel around is
kill a few soldiers.  Its not gonna happen.

>Along with such a withdrawal Israel could demand that Hizbollah
>be disarmed by the Lebanese government and warn that it will not 
>accept any attacks against its northern cities and that if such a
>shelling occurs than it will consider re-taking the buffer zone
>and will hold the Lebanese and Syrian government responsible for it.


	Why should Israel not demand this while holding the buffer
zone?  It seems to me that the better bargaining position is while
holding your neighbors land.  If Lebanon were willing to agree to
those conditions, Israel would quite probably have left already.
Unfortunately, it doesn't seem that the Lebanese can disarm the
Hizbolah, and maintain the peace.

Adam
Adam Shostack 				       adam@das.harvard.edu

""If we had a budget big enough for drugs and sexual favors, we sure
wouldn't waste them on members of Congress...""   -John Perry Barlow
",politics
61091.txt,"
In <1993Apr22.130923.115397@zeus.calpoly.edu> dmcaloon@tuba.calpoly.edu (David McAloon) writes:

> ETHER IMPLODES 2 EARTH CORE, IS GRAVITY!!!

If not for the lack of extraneously capitalized words, I'd swear that
McElwaine had changed his name and moved to Cal Poly.  I also find the
choice of newsgroups 'interesting'.  Perhaps someone should tell this
guy that 'sci.astro' doesn't stand for 'astrology'?

It's truly frightening that posts like this are originating at what
are ostensibly centers of higher learning in this country.  Small
wonder that the rest of the world thinks we're all nuts and that we
have the problems that we do.

[In case you haven't gotten it yet, David, I don't think this was
quite appropriate for a posting to 'sci' groups.]

-- 
""Insisting on perfect safety is for people who don't have the balls to live
 in the real world.""   -- Mary Shafer, NASA Ames Dryden
------------------------------------------------------------------------------
Fred.McCall@dseg.ti.com - I don't speak for others and they don't speak for me.
",science
61196.txt,"
In article <1radsr$att@access.digex.net>, prb@access.digex.com (Pat) writes:
>   What  evidence  indicates that Gamma Ray bursters are very far away?
> 
> Given the enormous  power,  i was just wondering,  what if they are
> quantum  black holes or something  like that  fairly close by?
> 
> Why would they have to be at  galactic ranges?   
> 
> my own pet theory is that it's  Flying saucers  entering
> hyperspace :-)
> 
> but the reason i am asking is that most everyone assumes  that they
> are  colliding nuetron stars  or  spinning black holes,  i just wondered
> if any mechanism could exist  and place them  closer in.
> 
> pat  
        Well, lets see....I took a class on this last fall, and I have no
notes so I'll try to wing it...  
        Here's how I understand it. Remember from stellar evolution that 
black holes and neutron stars(pulsars) are formed from high mass stars,
M(star)=1.4M(sun).  High mass stars live fast and burn hard, taking
appoximately 10^5-10^7 years before going nova, or supernova.  In this time,
they don't live long enough to get perturbed out of the galactic plane, so any
of these (if assumed to be the sources of GRB's) will be in the plane of the
galaxy.  
        Then we take the catalog of bursts that have been recieved from the
various satellites around the solar system, (Pioneer Venus has one, either
Pion. 10 or 11, GINGA, and of course BATSE) and we do distribution tests on our
catalog.  These tests all  show, that the bursts have an isotropic
distribution(evenly spread out in a radial direction), and they show signs of
homogeneity, i.e. they do not clump in any one direction.  So, unless we are
sampling the area inside the disk of the galaxy, we are sampling the UNIVERSE.
Not cool, if you want to figure out what the hell caused these things.  Now, I
suppose you are saying, ""Well, we stil only may be sampling from inside the
disk.""  Well, not necessarily.  Remember, we have what is more or less an
interplanetary network of burst detectors with a baseline that goes waaaay out
to beyond Pluto(pioneer 11), so we should be able, with all of our detectors de
tect some sort of difference in angle from satellite to satellite.  Here's an 
analogy:  You see a plane overhead.  You measure the angle of the plane from
the origin of your arbitrary coordinate system.  One of your friends a mile
away sees the same plane, and measures the angle from the zero point of his
arbitrary system, which is the same as yours.  The two angles are different,
and you should be able to triangulate the position of your burst, and maybe
find a source.  To my knowledge, no one has been able to do this.  
        I should throw in why halo, and corona models don't work, also.  As I
said before, looking at the possible astrophysics of the bursts, (short
timescales, high energy) black holes, and pulsars exhibit much of this type of
behavior.  If this is the case, as I said before, these stars seem to be bound
to the disk of the galaxy, especially the most energetic of the these sources.
When you look at a simulated model, where the bursts are confined to the disk,
but you sample out to large distances, say 750 mpc, you should definitely see
not only an anisotropy towards you in all direction, but a clumping of sources 
in the direction of the  galactic center.  As I said before, there is none of
these characteristics.  
        
        I think that's all of it...if someone needs clarification, or knows
something that I don't know, by all means correct me.  I had the honor of
taking the Bursts class with the person who has done the modeling of these
different distributions, so we pretty much kicked around every possible
distribution there was, and some VERY outrageous sources. Colliding pulsars,
black holes, pulsars that are slowing down...stuff like that.   It's a fun
field. 
        Complaints and corrections to: belgarath@vax1.mankato.msus.edu or 
post here.  
                                                        -jeremy

        
",science
59264.txt,"
In article <1993Apr24.162351.4408@mintaka.lcs.mit.edu>, elg@silver.lcs.mit.edu (Elizabeth Glaser) writes:
> I am looking for the email address of the World Health Organization,
> in particular the address for the Department of Nursing or the Chief
> Scientist for Nursing: Dr. Miriam Hirschfeld. The snail-mail address I
> have is the following:
>
>     World Health Organization
>     20 Avenue Appia
>     1211 Geneva 27
>     Switzerland

The domain address of the WHO is:  who.arcom.ch
So try sending email to  postmaster@who.arcom.ch

Josh
backon@VMS.HUJI.AC.IL







>
> Please respond directly to me. Thank you for your assistance.
>
>
>
>    ---   elg   ---
>
> Elizabeth Glaser, RN
> elg@silver.lcs.mit.edu
",science
58945.txt,"X-Newsreader: Tin 1.1 PL5

Sharon Paulson (paulson@tab00.larc.nasa.gov) wrote:
: 
: Once again we are waiting. I have been thinking that it would be good
: to get to as large a group as possible to see if anyone has any
: experience with this kind of thing.  I know that members of the medical
: community are sometimes loathe to admit the importance that diet and
: foods play in our general health and well-being.  Anyway, as you can
: guess, I am worried sick about this, and would appreciate any ideas
: anyone out there has.  Sorry to be so wordy but I wanted to really get
: across what is going on here.
: 
: 
I don't know anything specifically, but I have one further anecdote. A
colleague of mine had a child with a serious congenital disease, tuberous
sclerosis. Along with mental retardation comes a serious seizure disorder.
The parents noticed that one thing that would precipitate a seizure was
a meal with corn in it. I have always wondered about the connection, and
further about other dietary ingredients that might precipitate seizures.
Other experiences would be interesting to hear about from netters.

--
David Ozonoff, MD, MPH		 |Boston University School of Public Health
dozonoff@med-itvax1.bu.edu	 |80 East Concord St., T3C
(617) 638-4620			 |Boston, MA 02118 
",science
15659.txt,"
In article <bontchev.735404289@fbihh> bontchev@fbihh.informatik.uni-hamburg.de writes:
>andersom@spot.Colorado.EDU (Marc Anderson) writes:
>
>> methods.  ``This year's crime bill will have teeth, not bare gums,''
>> Clinton said.  In particular, his administration will place strict
>> controls on data formats and protocols, and require the registration
>> of so-called ``cryptographic keys,'' in the hope of denying drug
>> dealers the ability to communicate in secret.  Clinton said the
>> approach could be used for crackdowns on other forms of underground
>> economic activity, such as ``the deficit-causing tax evaders who
>> live in luxury at the expense of our grandchildren.''
>
>And some people thought that I am exaggerating when claiming that the
>Cripple Chip is just a first step in a totalitarian plot against the
>civil liberties in the USA... It seems that I've even been an optimist
>- the things are happening even faster than I expected.... That's
>another of the dirty tricks they used to apply on us under the
>communist regime - do something secret, THEN tell the people about is
>(after the fact, when nothing can be done any more), and of course,
>explaining them how much better the situation is now...
>
>In my previous messages I wrote that the Americans should wake up and
>fight against the new proposal. Now it seems to me that it is already
>too late - it has already happened, the civil liberties have been
>violated, no, stollen from the American people, while the most part of
>this people has been sleeping happily... :-((( Too sad...
>

	I'm definitely going to write my Congressman, and nobody's ever
going to make me respect a law that violates my freedom of speech, and
if the feds try to enforce this law on me, I will protect my freedoms, with
force if it ever comes to that. (Hopefully, it won't)

Doug Holland

-- 
----------------------------------------------------------------------------
|  Doug Holland                | Anyone who tries to take away my freedom  |
|  holland@cs.colostate.edu    | of speech will have to pry it from my     |
|  PGP key available by E-mail | cold, dead lips!!                         |
",entertainment
77227.txt,"
In article <1483500377@igc.apc.org> Center for Policy Research <cpr@igc.apc.org> writes:
>
>From: Center for Policy Research <cpr>
>Subject: Zionist leaders' frank statements
>
>The following are quotations from Zionist leaders. They appear in
>numerous scholarly works dealing with the Palestine question. I urge those
>who have access to original sources, to verify the authenticity of the
>source and post here their finding, adhering to the truth whatever it be.
>Thanks.
>Elias Davidsson
>------------------------------
>
>Quotations from Zionist leaders
>
>1. ""There was no such thing as Palestinians""
>(Golda Meir, Prime Minister of Israel, London Sunday 
>Times, 15 June 1969)

They certainly never CALLED themselves ""Palestinians""

>3. ""When we have settled the land, all the Arabs will be 
>able to do about it will be to scurry around like drugged 
>cockroaches in a bottle.""
>(Raphael Eitan, Israeli Chief of Staff, New York Times, 14 
>April 1983)

Coming from a soldier that can't surprise you.  Eitan is now in
charge of Tsomet, and there's a reason why he only gets a few votes
every year:  They only elect him because he is squeaky clean, no 
corruption.

>4. ""[The Palestinians are] beasts walking on two legs.""
>(Menachem Begin, Prime Minister of Israel in a speech to 
>the Knesset,
>quoted in Amnon Kapeliouk, 'Begin and the ""Beasts"", New 
>Statesman, 25 June 1982)

I'm ignorant.  What's New Statesman?
>
>5. ""Both the process of expropriation [of the Palestinians] 
>and the removal of the poor must be carried out 
>discreetly and circumspectly"".
>(Dr. Theodor Herzl, The Complete Diaries, Herzl Press, 
>1960, I., p.88)

Oh, those Crafty Jews again!  When will you learn, anti-Semite from 
Iceland.
>
>6. ""Between ourselves it must be clear that there is no 
>room for both people together in this country...The only 
>solution is a Palestine.....without Arabs. And there is no 
>other way than to transfer the Arabs from here to the 
>neighboring countries, to transfer all of them; not one 
>village, not one tribe, should be left.""
>(Joseph Weitz, Jewish National Fund, administrator 
>responsible for Zionist colonization. Davar, 29 September 
>1967).
>
Let's face it, in 1967, what other view was there?

>7.""We shall try to spirit the penniless population [the 
>Palestinians] across the border by procuring employment 
>for it in the transit countries, while denying it any 
>employment in our own country""
>(Theodor Herzl, The Complete Diaries, Herzl Press, 1960, 
>I, p.88)
>
The penniless could mean anyone, big guy.  Grow up.  I hate
your brackets.  

>8. ""[Zionists]...looked for means...to cause the tens of 
>thousands of sulky Arabs who remained in the Galilee to 
>flee...I gathered all the Jewish muktars, who have contact 
>with Arabs in different villages and asked them to 
>whisper in the ears of some Arabs that a great Jewish 
>reinforcement has arrived in Galilee and that it is going 
>to burn all of the villages of the Huleh. They should 
>suggest to these Arabs, as their friends, to escape while 
>there is still time....The tactic reached its goal....wide 
>areas were cleaned.""
>
>(Yig'al Alon, Sepher Ha Palmach, in Hebrew, II. p.268, 
>quoted in Khalidi, From Haven to Conquest, IPS, 1971).
>
They gave them advance warning.  Not like the PLO, eh?

>10. ""[Jews] must expel Arabs and take their place"" 
>(David Ben Gurion, 1937, quoted in Shabtai Teveth, Ben 
>Gurion and the Palestine Arabs, Oxford University Press, 
>1985, p. 89)

Yeah, yeah.  More brackets.  Am I too picky?

>
>11. ""We must do everything to ensure they [the 
>Palestinian refugees] never do return""
>(David Ben Gurion, in his diary, 19 July 1948, quoted in 
>Michael Bar Zohar, Ben Gurion: The Armed Prophet, 
>Prentice-Hall, 1967, p.157)

Bracket man.
>
>12. ""The country was mostly an empty desert, with only 
>a few islands of Arab settlement""
>(Shimon Peres, Minister of Defense, quoted in David's 
>Sling: The Arming of Israel, Weidenfeld and Nicholson, 
>1970, p.249)
>
That was the truth.  Were you there, Elias?

>13. ""All this story about the danger of extermination [of 
>Jews] has been blown up....to justify the annexation of 
>new Arab territories""
>(Mordechai Bentov, Israeli Cabinet Minister, Al 
>Hamishmar, 14 April 1972)

So the Holocaust never happened, eh Naziman Elias?

>
>14. ""Neither Jewish ethics nor Jewish tradition can 
>disqualify terrorism as a means of combat""
>(Yitzhak Shamir, Hehazit, Summer 1943 [Journal of the 
>LEHI, the Stern Gang], translated from the Israeli daily 
>Al-Hamishmar, 24 December 1987

Lehi always warned in advance.  Not the PLO, buddy boy.
>
>14. ""The domination of Jewish agriculture by Arab 
>workers is a cancer in our body""
>(A. Uzan, Israeli Minister of Agriculture, Ha'aretz, 13 
>December 1974)
>
It was true!  Why should Jews be unemployed?  We say that in
America, Jerky.

>15. ""There can be only one national home in Palestine, 
>and that a Jewish one, and no equality in the partnership 
>between Jews and Arabs""
>(Montague David Eder, President of the Zionist 
>Federation of Great Britain, 1931,
>in Doreen Ingrams, comp., Palestine Papers 1917-1922, 
>Seeds of Conflict, George Braziller, 1973, p. 135)
>
I firmly believe that today.

>16. ""I hope that the Jewish frontiers of Palestine will be 
>as great as Jewish energy for getting Palestine""
>(Dr. Chaim Weizmann, first President of the State of 
>Israel, Excerpts from His Historic Statements, Writings 
>and Addresses, Jewish Agency for Palestine, 1952, p.48)
>
You don't understand metaphor, Naziman.
And your quotes lead nowhere.  Not only do I doubt there actuality,
but I guarantee they were compiled by some neo-Nazi group.

But I love your pseudo-intellectual approach.  It makes you
sound even dumber than your conclusions.

Echad medinot leshtai amim.

Peace,
Pete


",politics
60230.txt,"
On 6 Apr 1993 14:06:57 -0400, prb@access.digex.com (Pat) said:

Pat> In article <SHAFER.93Apr6094402@rigel.dfrf.nasa.gov>
Pat> shafer@rigel.dfrf.nasa.gov (Mary Shafer) writes:

>successful we were.  (Mind you, the Avro Arrow and the X-15 were both
>fly-by-wire aircraft much earlier, but analog.)
>

Pat> Gee, I thought the X-15 was Cable controlled.  Didn't one of them
Pat> have a total electrical failure in flight?  Was there machanical
Pat> backup systems?

All reaction-controlled aircraft are fly-by-wire, at least the RCS part
is.  On the X-15 the aerodynamic control surfaces (elevator, rudder, etc)
were conventionally controlled (pushrods and cables) but the RCS jets
were fly-by-wire.

|The NASA habit of acquiring second-hand military aircraft and using
|them for testbeds can make things kind of confusing.  On the other
|hand, all those second-hand Navy planes give our test pilots a chance
|to fold the wings--something most pilots at Edwards Air Force Base
|can't do.  

Pat> What do you mean?  Overstress the wings, and they fail at teh
Pat> joints?

Navy aircraft have folding or sweeping wings, in order to save space
on the hangar deck.  The F-14 wings sweep, all the rest fold the
wingtips up at a joint.

Air Force planes don't have folding wings, since the Air Force has
lots of room.

--
Mary Shafer  DoD #0362 KotFR NASA Dryden Flight Research Facility, Edwards, CA
shafer@rigel.dfrf.nasa.gov                    Of course I don't speak for NASA
 ""A MiG at your six is better than no MiG at all.""  Unknown US fighter pilot
",science
53870.txt,"
  This may sound like a simple-minded question, but this is the first time
I've ever had a need for this:

I've been designing some relatively simple chip circuits based on things
like photoresistors (you know, no light to photoresistor, emit a logic
high, etc.).

Anyway, I've got some servos lying around, and I wanted to do some things
with them using digital logic.  I know all about having to pulse the signal
and everything, I just have one problem:  I'm assuming I need a negative
(yes, negative) logic high to get the thing to turn in the direction 
opposite the direction it would turn under normal logic high.

Is a negative logic high (I've seen this in schematics) the same thing as
an active low, or what?  I'm not using a bi-polar power source, so how
would I get a negative logic high out of this thing?  I need to have all
three signals available:  Logic high, logic low, and negative logic high.

Any help would be greatly appreciated.  Also, please reply via email, as I
never seem to have time to read this (or any other) group lately.

Thanks much,
-mark

umlangston@memstvx1.memst.edu



",science
